event_no,start_date,start_time,end_date,end_time,outlet_side,rate_m3_per_day,purpose,note
1,2026-06-26,10:00,2026-10-14,13:00,สปิลเวย์,9446.4,ระบายน้ำเพื่อรองรับน้ำฝน,"ค่าคงที่จากการย้อนรอยสูตร Inflow ในไฟล์ 2026_July_MNR.xlsx (คอลัมน์ O เท่ากันทุกวัน = 9446.4 m3/day ตลอดช่วง) มาจากชีต ตารางปล่อยน้ำ ครั้งที่ 1-2 (26 มิ.ย ถึง 14 ต.ค. 68) — เก็บไว้ชั่วคราวจนกว่าจะมี Google Form บันทึกการปล่อยน้ำจริง เพิ่มแถวใหม่ต่อท้ายไฟล์นี้เมื่อมีเหตุการณ์ปล่อยน้ำเปลี่ยนแปลง (เปิด/ปิด/เปลี่ยนอัตรา)"
