year,week,month,date,ET0_mm_week,T_mean,RH_pct,VPD_kPa,u2_ms,Rn_MJ,P_mm_week,P_eff_mm,SPI_4,drought_flag,AI_week,MEI,WoY_sin,WoY_cos,MoY_sin,MoY_cos,NIR_A_m3,season_enc,NIR_A_m3_lag1,NIR_A_m3_lag2,NIR_A_m3_lag3,NIR_A_m3_lag4,NIR_A_m3_lag8,NIR_A_m3_lag12,NIR_A_m3_roll4_mean,NIR_A_m3_roll4_std,NIR_A_m3_roll8_mean,NIR_A_m3_roll8_std,ET0_mm_week_lag1,ET0_mm_week_lag2,ET0_mm_week_lag4,P_mm_week_lag1,P_mm_week_lag2,P_mm_week_lag4,VPD_kPa_lag1,VPD_kPa_lag2,MEI_lag4,MEI_lag8,y_h1,y_h2,y_h3,y_h4,y_h5,y_h6,y_h7,y_h8,y_h9,y_h10,y_h11,y_h12,zone,target_col,GIR_B_m3,GIR_B_m3_lag1,GIR_B_m3_lag2,GIR_B_m3_lag3,GIR_B_m3_lag4,GIR_B_m3_lag8,GIR_B_m3_lag12,GIR_B_m3_roll4_mean,GIR_B_m3_roll4_std,GIR_B_m3_roll8_mean,GIR_B_m3_roll8_std
2020,2,1,2020-01-06,20.15,25.2,55.4,1.4313,0.736,7.5299,0.0,0.0,0.0,0,10.0,0.24,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,92719.0,0,,,,,,,,,,,,,,,,,,,,,98286.7,113241.4,112597.2,126263.5,142506.6,116769.5,101255.1,117871.0,116860.5,132282.8,144015.6,154358.1,zone_A,NIR_A_m3,,,,,,,,,,,
2020,2,1,2020-01-06,20.15,25.2,55.4,1.4313,0.736,7.5299,0.0,0.0,0.0,0,10.0,0.24,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,,0,,,,,,,,,,,,,,,,,,,,,48548.2,55934.9,55616.7,62367.1,70390.3,48712.9,49934.0,53199.8,48820.0,65235.3,71021.4,76121.8,zone_B,GIR_B_m3,45798.0,,,,,,,,,,
2020,3,1,2020-01-13,21.36,24.9,54.9,1.4223,0.913,7.6131,0.0,0.0,0.0,0,10.0,0.24,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,98286.7,0,92719.0,,,,,,,,,,20.15,,,0.0,,,1.4313,,,,113241.4,112597.2,126263.5,142506.6,116769.5,101255.1,117871.0,116860.5,132282.8,144015.6,154358.1,138352.6,zone_A,NIR_A_m3,,,,,,,,,,,
2020,3,1,2020-01-13,21.36,24.9,54.9,1.4223,0.913,7.6131,0.0,0.0,0.0,0,10.0,0.24,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,,0,,,,,,,,,,,20.15,,,0.0,,,1.4313,,,,55934.9,55616.7,62367.1,70390.3,48712.9,49934.0,53199.8,48820.0,65235.3,71021.4,76121.8,68228.7,zone_B,GIR_B_m3,48548.2,45798.0,,,,,,,,,
2020,4,1,2020-01-20,24.61,25.09,44.3,1.7727,1.122,7.7486,0.0,0.0,0.0,0,10.0,0.24,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,113241.4,0,98286.7,92719.0,,,,,,,,,21.36,20.15,,0.0,0.0,,1.4223,1.4313,,,112597.2,126263.5,142506.6,116769.5,101255.1,117871.0,116860.5,132282.8,144015.6,154358.1,138352.6,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,4,1,2020-01-20,24.61,25.09,44.3,1.7727,1.122,7.7486,0.0,0.0,0.0,0,10.0,0.24,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,,0,,,,,,,,,,,21.36,20.15,,0.0,0.0,,1.4223,1.4313,,,55616.7,62367.1,70390.3,48712.9,49934.0,53199.8,48820.0,65235.3,71021.4,76121.8,68228.7,0.0,zone_B,GIR_B_m3,55934.9,48548.2,45798.0,,,,,,,,
2020,5,1,2020-01-27,24.47,23.4,46.1,1.5513,1.147,8.0723,0.0,0.0,-0.51,0,10.0,0.24,0.5680647467311558,0.8229838658936564,0.49999999999999994,0.8660254037844387,112597.2,0,113241.4,98286.7,92719.0,,,,,,,,24.61,21.36,,0.0,0.0,,1.7727,1.4223,,,126263.5,142506.6,116769.5,101255.1,117871.0,116860.5,132282.8,144015.6,154358.1,138352.6,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,5,1,2020-01-27,24.47,23.4,46.1,1.5513,1.147,8.0723,0.0,0.0,-0.51,0,10.0,0.24,0.5680647467311558,0.8229838658936564,0.49999999999999994,0.8660254037844387,,0,,,,,,,,,,,24.61,21.36,,0.0,0.0,,1.7727,1.4223,,,62367.1,70390.3,48712.9,49934.0,53199.8,48820.0,65235.3,71021.4,76121.8,68228.7,0.0,0.0,zone_B,GIR_B_m3,55616.7,55934.9,48548.2,45798.0,,,,,,,
2020,6,2,2020-02-03,27.44,26.25,39.3,2.0749,1.122,8.3137,0.0,0.0,-1.015,1,10.0,0.26,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,126263.5,0,112597.2,113241.4,98286.7,92719.0,,,104211.075,10312.44990399953,,,24.47,24.61,20.15,0.0,0.0,0.0,1.5513,1.7727,0.24,,142506.6,116769.5,101255.1,117871.0,116860.5,132282.8,144015.6,154358.1,138352.6,0.0,0.0,94458.4,zone_A,NIR_A_m3,,,,,,,,,,,
2020,6,2,2020-02-03,27.44,26.25,39.3,2.0749,1.122,8.3137,0.0,0.0,-1.015,1,10.0,0.26,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,,0,,,,,,,,,,,24.47,24.61,20.15,0.0,0.0,0.0,1.5513,1.7727,0.24,,70390.3,48712.9,49934.0,53199.8,48820.0,65235.3,71021.4,76121.8,68228.7,0.0,0.0,46607.4,zone_B,GIR_B_m3,62367.1,55616.7,55934.9,48548.2,45798.0,,,51474.45,5093.750187893659,,
2020,7,2,2020-02-10,30.97,27.14,34.2,2.372,1.232,9.0022,0.0,0.0,-1.306,1,10.0,0.26,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,142506.6,0,126263.5,112597.2,113241.4,98286.7,,,112597.2,11430.560785018379,,,27.44,24.47,21.36,0.0,0.0,0.0,2.0749,1.5513,0.24,,116769.5,101255.1,117871.0,116860.5,132282.8,144015.6,154358.1,138352.6,0.0,0.0,94458.4,13449.2,zone_A,NIR_A_m3,,,,,,,,,,,
2020,7,2,2020-02-10,30.97,27.14,34.2,2.372,1.232,9.0022,0.0,0.0,-1.306,1,10.0,0.26,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,,0,,,,,,,,,,,27.44,24.47,21.36,0.0,0.0,0.0,2.0749,1.5513,0.24,,48712.9,49934.0,53199.8,48820.0,65235.3,71021.4,76121.8,68228.7,0.0,0.0,46607.4,883.0,zone_B,GIR_B_m3,70390.3,62367.1,55616.7,55934.9,48548.2,,,55616.725,5646.026438936209,,
2020,8,2,2020-02-17,27.1,26.46,41.3,2.0349,1.003,8.8036,7.010424852371216,1.7088611245155334,-0.908,0,3.865,0.26,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,116769.5,0,142506.6,126263.5,112597.2,113241.4,,,123652.17499999999,14058.27240082626,,,30.97,27.44,24.61,0.0,0.0,0.0,2.372,2.0749,0.24,,101255.1,117871.0,116860.5,132282.8,144015.6,154358.1,138352.6,0.0,0.0,94458.4,13449.2,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,8,2,2020-02-17,27.1,26.46,41.3,2.0349,1.003,8.8036,7.010424852371216,5.608339881896973,-0.908,0,3.865,0.26,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,,0,,,,,,,,,,,30.97,27.44,24.61,0.0,0.0,0.0,2.372,2.0749,0.24,,49934.0,53199.8,48820.0,65235.3,71021.4,76121.8,68228.7,0.0,0.0,46607.4,883.0,0.0,zone_B,GIR_B_m3,48712.9,70390.3,62367.1,55616.7,55934.9,,,61077.25,6944.013804469768,,
2020,9,2,2020-02-24,29.86,28.16,36.8,2.4178,1.164,8.7854,0.0,0.0,-0.901,0,10.0,0.26,0.8854560256532099,0.4647231720437686,0.8660254037844386,0.5000000000000001,101255.1,0,116769.5,142506.6,126263.5,112597.2,,,124534.20000000001,13276.296864964515,,,27.1,30.97,24.47,7.010424852371216,0.0,0.0,2.0349,2.372,0.24,,117871.0,116860.5,132282.8,144015.6,154358.1,138352.6,0.0,0.0,94458.4,13449.2,0.0,126219.5,zone_A,NIR_A_m3,,,,,,,,,,,
2020,9,2,2020-02-24,29.86,28.16,36.8,2.4178,1.164,8.7854,0.0,0.0,-0.901,0,10.0,0.26,0.8854560256532099,0.4647231720437686,0.8660254037844386,0.5000000000000001,,0,,,,,,,,,,,27.1,30.97,24.47,7.010424852371216,0.0,0.0,2.0349,2.372,0.24,,53199.8,48820.0,65235.3,71021.4,76121.8,68228.7,0.0,0.0,46607.4,883.0,0.0,53592.8,zone_B,GIR_B_m3,49934.0,48712.9,70390.3,62367.1,55616.7,,,59271.75,9274.553889540995,,
2020,10,3,2020-03-02,34.76,29.57,30.6,2.8902,1.237,9.8356,2.7076785564422607,0.0,-0.625,0,10.0,0.13,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,117871.0,1,101255.1,116769.5,142506.6,126263.5,92719.0,,121698.675,17282.398512624528,112954.875,16154.239035157305,29.86,27.1,27.44,0.0,7.010424852371216,0.0,2.4178,2.0349,0.26,0.24,116860.5,132282.8,144015.6,154358.1,138352.6,0.0,0.0,94458.4,13449.2,0.0,126219.5,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,10,3,2020-03-02,34.76,29.57,30.6,2.8902,1.237,9.8356,2.7076785564422607,2.1661428451538085,-0.625,0,10.0,0.13,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,,1,,,,,,,,,,,29.86,27.1,27.44,0.0,7.010424852371216,0.0,2.4178,2.0349,0.26,0.24,48820.0,65235.3,71021.4,76121.8,68228.7,0.0,0.0,46607.4,883.0,0.0,53592.8,0.0,zone_B,GIR_B_m3,53199.8,49934.0,48712.9,70390.3,62367.1,45798.0,,57851.075000000004,10389.304825757112,54662.7625,8306.40484375719
2020,11,3,2020-03-09,37.42,31.63,29.0,3.3268,1.286,10.352,7.557811737060547,2.174139976501465,-0.235,0,4.951,0.13,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,116860.5,1,117871.0,101255.1,116769.5,142506.6,98286.7,,119600.55,17051.38166063579,116098.875,13950.503481108793,34.76,29.86,30.97,2.7076785564422607,0.0,0.0,2.8902,2.4178,0.26,0.24,132282.8,144015.6,154358.1,138352.6,0.0,0.0,94458.4,13449.2,0.0,126219.5,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,11,3,2020-03-09,37.42,31.63,29.0,3.3268,1.286,10.352,7.557811737060547,6.0462493896484375,-0.235,0,4.951,0.13,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,,1,,,,,,,,,,,34.76,29.86,30.97,2.7076785564422607,0.0,0.0,2.8902,2.4178,0.26,0.24,65235.3,71021.4,76121.8,68228.7,0.0,0.0,46607.4,883.0,0.0,53592.8,0.0,0.0,zone_B,GIR_B_m3,48820.0,53199.8,49934.0,48712.9,70390.3,48548.2,,55559.25,10067.15773013085,55587.9875,7556.2882487629395
2020,12,3,2020-03-16,39.01,31.0,30.5,3.1286,1.403,10.8102,0.0,0.0,-0.729,0,10.0,0.13,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,132282.8,1,116860.5,117871.0,101255.1,116769.5,113241.4,,113189.025,7971.595108205537,118420.6,11967.211575443485,37.42,34.76,27.1,7.557811737060547,2.7076785564422607,7.010424852371216,3.3268,2.8902,0.26,0.24,144015.6,154358.1,138352.6,0.0,0.0,94458.4,13449.2,0.0,126219.5,0.0,0.0,2955.7,zone_A,NIR_A_m3,,,,,,,,,,,
2020,12,3,2020-03-16,39.01,31.0,30.5,3.1286,1.403,10.8102,0.0,0.0,-0.729,0,10.0,0.13,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,,1,,,,,,,,,,,37.42,34.76,27.1,7.557811737060547,2.7076785564422607,7.010424852371216,3.3268,2.8902,0.26,0.24,71021.4,76121.8,68228.7,0.0,0.0,46607.4,883.0,0.0,53592.8,0.0,0.0,0.0,zone_B,GIR_B_m3,65235.3,48820.0,53199.8,49934.0,48712.9,55934.9,,50166.675,2096.1059314436566,55621.9625,7520.640712055154
2020,13,3,2020-03-23,42.47,31.74,23.7,3.5823,1.5,10.9162,0.0,0.0,-0.656,0,10.0,0.13,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,144015.6,1,132282.8,116860.5,117871.0,101255.1,112597.2,,117067.34999999999,12678.404329278443,120800.775,12663.297258472157,39.01,37.42,29.86,0.0,7.557811737060547,0.0,3.1286,3.3268,0.26,0.24,154358.1,138352.6,0.0,0.0,94458.4,13449.2,0.0,126219.5,0.0,0.0,2955.7,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,13,3,2020-03-23,42.47,31.74,23.7,3.5823,1.5,10.9162,0.0,0.0,-0.656,0,10.0,0.13,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,,1,,,,,,,,,,,39.01,37.42,29.86,0.0,7.557811737060547,0.0,3.1286,3.3268,0.26,0.24,76121.8,68228.7,0.0,0.0,46607.4,883.0,0.0,53592.8,0.0,0.0,0.0,0.0,zone_B,GIR_B_m3,71021.4,65235.3,48820.0,53199.8,49934.0,55616.7,,54297.275,7525.147892843477,56784.512500000004,8258.55751005975
2020,14,3,2020-03-30,45.52,33.02,23.0,3.8826,1.62,11.2255,0.0,0.0,-1.05,1,10.0,0.13,0.992708874098054,-0.12053668025532288,1.0,6.123233995736766e-17,154358.1,1,144015.6,132282.8,116860.5,117871.0,126263.5,92719.0,127757.475,12926.608822470289,124728.07500000001,14495.091074838303,42.47,39.01,34.76,0.0,0.0,2.7076785564422607,3.5823,3.1286,0.13,0.26,138352.6,0.0,0.0,94458.4,13449.2,0.0,126219.5,0.0,0.0,2955.7,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,14,3,2020-03-30,45.52,33.02,23.0,3.8826,1.62,11.2255,0.0,0.0,-1.05,1,10.0,0.13,0.992708874098054,-0.12053668025532288,1.0,6.123233995736766e-17,,1,,,,,,,,,,,42.47,39.01,34.76,0.0,0.0,2.7076785564422607,3.5823,3.1286,0.13,0.26,68228.7,0.0,0.0,46607.4,883.0,0.0,53592.8,0.0,0.0,0.0,0.0,0.0,zone_B,GIR_B_m3,76121.8,71021.4,65235.3,48820.0,53199.8,62367.1,45798.0,59569.125,10317.818422959697,58710.100000000006,9629.482161718623
2020,15,4,2020-04-06,40.8,32.33,27.7,3.5176,1.514,10.4933,0.0,0.0,-0.995,0,10.0,-0.15,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,138352.6,1,154358.1,144015.6,132282.8,116860.5,142506.6,98286.7,136879.25,16107.09360095732,128239.90000000001,17919.148536053344,45.52,42.47,37.42,0.0,0.0,7.557811737060547,3.8826,3.5823,0.13,0.26,0.0,0.0,94458.4,13449.2,0.0,126219.5,0.0,0.0,2955.7,0.0,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,15,4,2020-04-06,40.8,32.33,27.7,3.5176,1.514,10.4933,0.0,0.0,-0.995,0,10.0,-0.15,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,,1,,,,,,,,,,,45.52,42.47,37.42,0.0,0.0,7.557811737060547,3.8826,3.5823,0.13,0.26,0.0,0.0,46607.4,883.0,0.0,53592.8,0.0,0.0,0.0,0.0,0.0,0.0,zone_B,GIR_B_m3,68228.7,76121.8,71021.4,65235.3,48820.0,70390.3,48548.2,65299.625,11852.430956383305,60429.43750000001,11434.491451610967
2020,16,4,2020-04-13,35.96,30.4,38.7,2.7714,1.394,10.3099,36.896480560302734,27.112008476257323,-0.553,0,0.975,-0.15,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,0.0,1,138352.6,154358.1,144015.6,132282.8,116769.5,113241.4,142252.275,9385.417960281095,127720.65,17502.008854904136,40.8,45.52,39.01,0.0,0.0,0.0,3.5176,3.8826,0.13,0.26,0.0,94458.4,13449.2,0.0,126219.5,0.0,0.0,2955.7,0.0,0.0,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,16,4,2020-04-13,35.96,30.4,38.7,2.7714,1.394,10.3099,36.896480560302734,29.51718444824219,-0.553,0,0.975,-0.15,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,,1,,,,,,,,,,,40.8,45.52,39.01,0.0,0.0,0.0,3.5176,3.8826,0.13,0.26,0.0,46607.4,883.0,0.0,53592.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zone_B,GIR_B_m3,0.0,68228.7,76121.8,71021.4,65235.3,48712.9,55934.9,70151.8,4628.440702871751,60159.2375,11188.379256932805
2020,17,4,2020-04-20,36.33,29.9,47.5,2.417,1.576,10.7264,57.09395217895508,44.27985935211181,-0.001,0,0.636,-0.15,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,0.0,1,0.0,138352.6,154358.1,144015.6,101255.1,112597.2,109181.57500000001,73088.74224258137,113124.4625,48744.94762319878,35.96,40.8,42.47,36.896480560302734,0.0,0.0,2.7714,3.5176,0.13,0.26,94458.4,13449.2,0.0,126219.5,0.0,0.0,2955.7,0.0,0.0,0.0,0.0,285930.7,zone_A,NIR_A_m3,,,,,,,,,,,
2020,17,4,2020-04-20,36.33,29.9,47.5,2.417,1.576,10.7264,57.09395217895508,45.67516174316407,-0.001,0,0.636,-0.15,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,,1,,,,,,,,,,,35.96,40.8,42.47,36.896480560302734,0.0,0.0,2.7714,3.5176,0.13,0.26,46607.4,883.0,0.0,53592.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67394.1,zone_B,GIR_B_m3,0.0,0.0,68228.7,76121.8,71021.4,49934.0,55616.7,53842.975,36043.76677266819,54070.125,24106.180887585655
2020,18,4,2020-04-27,22.95,25.73,74.3,0.8588,0.65,9.8877,0.0,0.0,0.012,0,10.0,-0.15,0.8229838658936565,-0.5680647467311557,0.8660254037844387,-0.4999999999999998,94458.4,1,0.0,0.0,138352.6,154358.1,117871.0,126263.5,73177.67500000002,84750.56831421543,100467.575,63253.65858619789,36.33,35.96,45.52,57.09395217895508,36.896480560302734,0.0,2.417,2.7714,0.13,0.13,13449.2,0.0,126219.5,0.0,0.0,2955.7,0.0,0.0,0.0,0.0,285930.7,463547.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,18,4,2020-04-27,22.95,25.73,74.3,0.8588,0.65,9.8877,0.0,0.0,0.012,0,10.0,-0.15,0.8229838658936565,-0.5680647467311557,0.8660254037844387,-0.4999999999999998,,1,,,,,,,,,,,36.33,35.96,45.52,57.09395217895508,36.896480560302734,0.0,2.417,2.7714,0.13,0.13,883.0,0.0,53592.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67394.1,125852.9,zone_B,GIR_B_m3,46607.4,0.0,0.0,68228.7,76121.8,53199.8,62367.1,36087.625,41794.8052049833,47828.375,30851.142701446246
2020,19,5,2020-05-04,31.34,29.58,64.6,1.4759,0.732,12.5418,34.459004402160645,25.040153741836548,0.322,0,0.909,-0.23,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,13449.2,2,94458.4,0.0,0.0,138352.6,116860.5,142506.6,58202.75,69554.75259839064,97541.0,62873.89820037747,22.95,36.33,40.8,0.0,57.09395217895508,0.0,0.8588,2.417,-0.15,0.13,0.0,126219.5,0.0,0.0,2955.7,0.0,0.0,0.0,0.0,285930.7,463547.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,19,5,2020-05-04,31.34,29.58,64.6,1.4759,0.732,12.5418,34.459004402160645,27.56720352172852,0.322,0,0.909,-0.23,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,,2,,,,,,,,,,,22.95,36.33,40.8,0.0,57.09395217895508,0.0,0.8588,2.417,-0.15,0.13,0.0,53592.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67394.1,125852.9,0.0,zone_B,GIR_B_m3,883.0,46607.4,0.0,0.0,68228.7,48820.0,70390.3,28709.025,34305.358049180875,47004.325,30775.12248576066
2020,20,5,2020-05-11,33.07,30.68,52.5,2.1295,0.801,12.0747,44.91364479064941,33.926598072052,-0.319,0,0.736,-0.23,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,0.0,2,13449.2,94458.4,0.0,0.0,132282.8,116769.5,26976.899999999998,45432.212422318386,84614.5875,68695.33166755611,31.34,22.95,35.96,34.459004402160645,0.0,36.896480560302734,1.4759,0.8588,-0.15,0.13,126219.5,0.0,0.0,2955.7,0.0,0.0,0.0,0.0,285930.7,463547.0,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,20,5,2020-05-11,33.07,30.68,52.5,2.1295,0.801,12.0747,44.91364479064941,35.93091583251953,-0.319,0,0.736,-0.23,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,,2,,,,,,,,,,,31.34,22.95,35.96,34.459004402160645,0.0,36.896480560302734,1.4759,0.8588,-0.15,0.13,53592.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67394.1,125852.9,0.0,0.0,zone_B,GIR_B_m3,0.0,883.0,46607.4,0.0,0.0,65235.3,48712.9,11872.6,23160.27418317837,41012.2,34777.64593203924
2020,21,5,2020-05-18,34.34,30.56,53.4,2.1241,1.398,11.0603,8.853842183947563,3.2757658563554286,-1.112,1,3.878,-0.23,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,126219.5,2,0.0,13449.2,94458.4,0.0,144015.6,101255.1,26976.899999999998,45432.212422318386,68079.23749999999,71447.65085439305,33.07,31.34,36.33,44.91364479064941,34.459004402160645,57.09395217895508,2.1295,1.4759,-0.15,0.13,0.0,0.0,2955.7,0.0,0.0,0.0,0.0,285930.7,463547.0,0.0,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,21,5,2020-05-18,34.34,30.56,53.4,2.1241,1.398,11.0603,8.853842183947563,7.083073747158051,-1.112,1,3.878,-0.23,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,,2,,,,,,,,,,,33.07,31.34,36.33,44.91364479064941,34.459004402160645,57.09395217895508,2.1295,1.4759,-0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67394.1,125852.9,0.0,0.0,0.0,zone_B,GIR_B_m3,53592.8,0.0,883.0,46607.4,0.0,71021.4,49934.0,11872.6,23160.27418317837,32857.7875,35915.93165293631
2020,22,5,2020-05-25,35.29,30.46,51.3,2.2922,1.329,11.0548,63.6607381105423,49.86162739396095,-0.286,0,0.554,-0.23,0.46472317204376906,-0.8854560256532096,0.49999999999999994,-0.8660254037844387,0.0,2,126219.5,0.0,13449.2,94458.4,154358.1,117871.0,58531.774999999994,61456.645295274306,65854.72499999999,68980.05821065245,34.34,33.07,22.95,8.853842183947563,44.91364479064941,0.0,2.1241,2.1295,-0.15,0.13,0.0,2955.7,0.0,0.0,0.0,0.0,285930.7,463547.0,0.0,0.0,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,22,5,2020-05-25,35.29,30.46,51.3,2.2922,1.329,11.0548,63.6607381105423,50.92859048843384,-0.286,0,0.554,-0.23,0.46472317204376906,-0.8854560256532096,0.49999999999999994,-0.8660254037844387,,2,,,,,,,,,,,34.34,33.07,22.95,8.853842183947563,44.91364479064941,0.0,2.1241,2.1295,-0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,67394.1,125852.9,0.0,0.0,0.0,0.0,zone_B,GIR_B_m3,0.0,53592.8,0.0,883.0,46607.4,76121.8,53199.8,25270.800000000003,28814.1418117331,30679.2125,33732.538207765996
2020,23,6,2020-06-01,29.37,28.82,63.2,1.4744,1.224,10.754,37.13999342918396,27.318994414806365,0.192,0,0.791,-0.68,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,0.0,2,0.0,126219.5,0.0,13449.2,138352.6,116860.5,34917.175,61197.512806124956,46559.9625,61914.03435893855,35.29,34.34,31.34,63.6607381105423,8.853842183947563,34.459004402160645,2.2922,2.1241,-0.23,-0.15,2955.7,0.0,0.0,0.0,0.0,285930.7,463547.0,0.0,0.0,0.0,0.0,523805.8,zone_A,NIR_A_m3,,,,,,,,,,,
2020,23,6,2020-06-01,29.37,28.82,63.2,1.4744,1.224,10.754,37.13999342918396,29.71199474334717,0.192,0,0.791,-0.68,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,,2,,,,,,,,,,,35.29,34.34,31.34,63.6607381105423,8.853842183947563,34.459004402160645,2.2922,2.1241,-0.23,-0.15,0.0,0.0,0.0,0.0,0.0,67394.1,125852.9,0.0,0.0,0.0,0.0,124787.4,zone_B,GIR_B_m3,0.0,0.0,53592.8,0.0,883.0,68228.7,48820.0,13618.95,26652.483964476283,21163.987500000003,29561.215430475186
2020,24,6,2020-06-08,28.4,28.34,66.3,1.3181,1.275,10.5423,34.04959535598755,24.69215605258941,0.725,0,0.834,-0.68,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,2955.7,2,0.0,0.0,126219.5,0.0,0.0,132282.8,31554.875,63109.749999999956,29265.887499999997,50965.9481869285,29.37,35.29,33.07,37.13999342918396,63.6607381105423,44.91364479064941,1.4744,2.2922,-0.23,-0.15,0.0,0.0,0.0,0.0,285930.7,463547.0,0.0,0.0,0.0,0.0,523805.8,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,24,6,2020-06-08,28.4,28.34,66.3,1.3181,1.275,10.5423,34.04959535598755,27.23967628479004,0.725,0,0.834,-0.68,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,,2,,,,,,,,,,,29.37,35.29,33.07,37.13999342918396,63.6607381105423,44.91364479064941,1.4744,2.2922,-0.23,-0.15,0.0,0.0,0.0,0.0,67394.1,125852.9,0.0,0.0,0.0,0.0,124787.4,0.0,zone_B,GIR_B_m3,0.0,0.0,0.0,53592.8,0.0,0.0,65235.3,13398.2,26796.39999999998,12635.400000000001,23200.95740118128
2020,25,6,2020-06-15,18.83,25.43,81.7,0.6313,1.403,7.6605,31.65459442138672,22.65640525817871,1.168,0,0.595,-0.68,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,0.0,2,2955.7,0.0,0.0,126219.5,0.0,144015.6,32293.8,62632.63331783728,29635.35,50733.669993351425,28.4,29.37,34.34,34.04959535598755,37.13999342918396,8.853842183947563,1.3181,1.4744,-0.23,-0.15,0.0,0.0,0.0,285930.7,463547.0,0.0,0.0,0.0,0.0,523805.8,0.0,0.0,zone_A,NIR_A_m3,,,,,,,,,,,
2020,25,6,2020-06-15,18.83,25.43,81.7,0.6313,1.403,7.6605,31.65459442138672,25.323675537109377,1.168,0,0.595,-0.68,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,,2,,,,,,,,,,,28.4,29.37,34.34,34.04959535598755,37.13999342918396,8.853842183947563,1.3181,1.4744,-0.23,-0.15,0.0,0.0,0.0,67394.1,125852.9,0.0,0.0,0.0,0.0,124787.4,0.0,0.0,zone_B,GIR_B_m3,0.0,0.0,0.0,0.0,53592.8,0.0,71021.4,13398.2,26796.39999999998,12635.400000000001,23200.95740118128
