fetch_time,measure_datetime,water_level,rainfall_1h,temperature,humidity,pressure,solar,gap_hours_since_last,data_gap_flag,remark
2026-07-06T20:02:35,2026-07-06 19:00:00,489.404,0,27.33,82.03,951.36,3.2,,False,ข้อมูลที่เผยแพร่ผ่าน API นี้เป็นข้อมูลเบื้องต้นซึ่งยังไม่ได้ผ่านการตรวจสอบขั้นสุดท้าย อาจมีการเปลี่ยนแปลงหรือแก้ไขในภายหลัง ผู้ใช้ควรใช้ข้อมูลดังกล่าวด้วยความระมัดระวัง และโปรดตรวจสอบความถูกต้องก่อนนำไปใช้งาน หากเกิดความเสียหายใดๆ จากการใช้ข้อมูล ผู้ให้บริการขอสงวนสิทธิ์ในการปฏิเสธความรับผิดชอบทั้งหมด
